,AMAT,AMAT,AMD,AMD,BHP,BHP,DDD,DDD,F,F,FCX,FCX,INTC,INTC,MSFT,MSFT,NVDA,NVDA,QCOM,QCOM,RIO,RIO,TSLA,TSLA,TSM,TSM,VALE,VALE,VOO,VOO
,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume,close,volume
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-01 00:00:00-04:00,133.45,4678787,109.97,37251391,65.27,3160179,31.86,3662260,13.12,54162795,35.9,15353810,53.67,15678617,301.8538,15212397,224.42,18145599,146.45,5763820,74.91,2371488,734.08,12003545,120.46,7895565,19.09,20877110,415.42,3002144
2021-09-02 00:00:00-04:00,134.45,4556795,109.19,38964692,61.88,4114857,32.42,2439547,13.02,46138529,36.27,10148041,53.73,11823133,301.16,12818451,224.01,17164099,145.09,4924119,75.27,2211645,732.39,12093852,120.82,6570888,19.08,19387342,416.68,2740921
2021-09-03 00:00:00-04:00,135.83,3843666,109.9098,40923717,63.0,3170860,31.96,1854907,12.89,38656271,36.14,11067959,53.51,10797653,301.15,10544962,228.41,25879147,144.65,4242995,75.87,1993824,733.75,13992007,123.98,9818838,19.07,20132277,416.58,3513164
2021-09-07 00:00:00-04:00,136.5,4928905,109.09,27354254,61.96,3112859,32.75,1850303,12.95,59616192,36.36,9523772,53.65,11659811,300.1747,14348493,226.58,17812971,143.74,4514260,74.55,2064174,752.74,18747758,124.7,7824749,18.71,13536594,415.12,3237444
2021-09-08 00:00:00-04:00,133.58,6103376,106.18,40689293,61.0,2575754,31.05,2316564,13.03,52710128,34.38,16786889,53.59,15939162,300.23,11955818,223.38,23522150,142.53,4230811,73.55,2626638,753.887,17459064,121.88,7326198,17.98,31696652,414.6,3662950
2021-09-09 00:00:00-04:00,135.0,5375395,106.14,30227387,60.42,2733243,32.05,2186044,12.76,66112460,34.82,11532991,53.39,11453714,297.22,16448302,221.77,18409129,141.57,4337398,72.07,3269638,754.86,13296489,122.68,4565751,18.05,42015295,412.76,3764382
2021-09-10 00:00:00-04:00,136.85,8289008,105.22,31036049,60.86,1608490,30.95,2052061,12.68,44538228,35.48,19714817,53.84,17055188,295.7,16520171,224.7314,22835400,142.69,5296391,73.17,3072747,736.24,14236852,122.9,4890927,18.025,29153395,409.63,3880330
2021-09-13 00:00:00-04:00,139.44,7678438,104.79,36495901,61.09,3054061,30.47,1751919,12.99,52500957,35.29,12736349,55.0,18639200,297.02,17945801,221.55,26438477,143.44,3503120,73.76,2987464,743.12,21881630,123.62,6283645,18.08,20263733,410.58,4559616
2021-09-14 00:00:00-04:00,140.14,7113233,105.71,39534725,59.83,3157732,29.86,1823925,12.86,44512690,34.79,13755913,54.541,16062240,299.92,17605322,222.52,17876192,141.14,5253097,72.69,2802310,744.54,17747138,123.08,4820074,17.83,28083079,408.37,3461757
2021-09-15 00:00:00-04:00,141.24,4920828,105.6,36609065,60.32,3515408,30.16,1062635,13.2136,55625773,36.75,17403965,55.13,12652583,304.84,22595294,223.45,14861025,138.24,9524610,73.56,2331756,755.87,14354154,121.5,5120923,17.62,26112870,411.79,3545737
2021-09-16 00:00:00-04:00,144.05,7534315,106.22,37106146,58.11,3308194,30.62,2327385,13.4,73097074,34.29,32425432,54.83,15067021,305.29,15230748,222.43,14072975,138.46,5769354,70.14,3678438,756.91,12565610,120.75,6905861,16.71,40480376,411.11,3136929
2021-09-17 00:00:00-04:00,140.8,7013359,103.87,37730356,55.53,5809349,29.99,2204861,13.555,63365709,33.04,32272484,54.27,19934008,299.81,25813544,218.93,20916842,133.6,11676346,68.03,6510328,760.05,18472618,117.71,8262089,16.305,52554569,407.11,5151805
2021-09-20 00:00:00-04:00,135.56,6870640,101.56,42537201,54.02,5312715,27.9,2347322,12.82,117340419,31.1791,35394808,52.98,23693260,294.26,30460159,211.13,31328669,132.77,7819486,66.06,6582119,730.26,22441736,114.69,8032501,15.645,64986425,400.43,10447813
2021-09-21 00:00:00-04:00,135.18,5196327,102.8,33527214,54.55,3474444,28.34,1964287,12.77,53718097,30.47,34143192,52.86,14111274,294.72,19019834,212.39,18866753,131.75,5307675,65.37,5918707,739.38,14922085,114.96,7049744,15.8873,32065880,400.0405,6143394
2021-09-22 00:00:00-04:00,138.1,5499382,104.3874,32420839,55.01,5170304,29.0,1343670,13.24,68361903,31.57,27156375,53.5,13342809,298.58,21832759,219.42,24128559,133.01,4283930,66.61,5814441,751.75,13586028,115.93,4865158,16.42,50059762,403.86,5462282
2021-09-23 00:00:00-04:00,141.11,5022612,106.15,31320213,55.06,8138224,29.49,1307111,13.7,65450567,32.115,18033457,54.04,13097014,299.54,14811383,224.82,22811471,133.91,5009055,67.05,3561548,753.68,11244060,116.18,4942588,14.82,48252357,408.73,3747855
2021-09-24 00:00:00-04:00,141.94,3235463,105.8,25412547,54.53,3004601,29.15,1488537,13.78,52066001,32.23,13873122,54.22,9760591,299.35,12285299,220.83,18829897,133.86,3821370,66.7695,3280825,774.54,20458573,115.62,4194719,14.49,33550901,409.46,3204191
2021-09-27 00:00:00-04:00,142.74,4500169,108.14,50368251,55.07,3129419,29.8,1323481,14.169,63099249,33.91,21196302,54.66,11111511,294.17,19707219,216.56,22134085,133.52,3477149,67.54,3328176,791.4,26193857,116.16,4333765,14.55,44261902,408.31,3370305
2021-09-28 00:00:00-04:00,132.91,10774137,101.52,71109820,52.55,6039317,28.55,1220898,14.315,96226953,33.57,18343523,54.0,18960247,283.52,35639238,206.94,31364009,129.9,7168409,65.85,4954738,777.56,23562104,111.86,9085028,13.8,39804576,400.09,7903801
